Force: -0.7600691787035517
Flowrate: 0.013941223012651077
Power: 0.25693674012315937
r [m]       	vel [m/s]   	Tau [N/m²]  	
    0.016675	    0.564970	    -18.8931	
    0.016700	    0.564941	    -18.9212	
    0.016725	    0.564912	    -18.9493	
    0.016750	    0.564883	    -18.9774	
    0.016775	    0.564853	    -19.0055	
    0.016800	    0.564824	    -19.0336	
    0.016825	    0.564795	    -19.0617	
    0.016850	    0.564765	    -19.0898	
    0.016875	    0.564736	    -19.1178	
    0.016900	    0.564706	    -19.1459	
    0.016925	    0.564677	    -19.1740	
    0.016950	    0.564647	    -19.2021	
    0.016975	    0.564618	    -19.2302	
    0.017000	    0.564588	    -19.2583	
    0.017025	    0.564558	    -19.2864	
    0.017050	    0.564528	    -19.3144	
    0.017075	    0.564499	    -19.3425	
    0.017100	    0.564469	    -19.3706	
    0.017125	    0.564439	    -19.3987	
    0.017150	    0.564409	    -19.4268	
    0.017175	    0.564379	    -19.4548	
    0.017200	    0.564349	    -19.4829	
    0.017225	    0.564319	    -19.5110	
    0.017250	    0.564289	    -19.5391	
    0.017275	    0.564259	    -19.5671	
    0.017300	    0.564228	    -19.5952	
    0.017325	    0.564198	    -19.6233	
    0.017350	    0.564168	    -19.6514	
    0.017375	    0.564138	    -19.6794	
    0.017400	    0.564107	    -19.7075	
    0.017425	    0.564077	    -19.7356	
    0.017450	    0.564046	    -19.7636	
    0.017475	    0.564016	    -19.7917	
    0.017500	    0.563985	    -19.8198	
    0.017525	    0.563955	    -19.8478	
    0.017550	    0.563924	    -19.8759	
    0.017575	    0.563893	    -19.9039	
    0.017600	    0.563863	    -19.9320	
    0.017625	    0.563832	    -19.9601	
    0.017650	    0.563801	    -19.9881	
    0.017675	    0.563770	    -20.0162	
    0.017700	    0.563739	    -20.0442	
    0.017725	    0.563708	    -20.0723	
    0.017750	    0.563677	    -20.1003	
    0.017775	    0.563646	    -20.1284	
    0.017800	    0.563615	    -20.1564	
    0.017825	    0.563584	    -20.1845	
    0.017850	    0.563553	    -20.2125	
    0.017875	    0.563522	    -20.2406	
    0.017900	    0.563490	    -20.2686	
    0.017925	    0.563459	    -20.2967	
    0.017950	    0.563428	    -20.3247	
    0.017975	    0.563396	    -20.3528	
    0.018000	    0.563365	    -20.3808	
    0.018025	    0.563334	    -20.4088	
    0.018050	    0.563302	    -20.4369	
    0.018075	    0.563270	    -20.4649	
    0.018100	    0.563239	    -20.4930	
    0.018125	    0.563207	    -20.5210	
    0.018150	    0.563176	    -20.5490	
    0.018175	    0.563144	    -20.5771	
    0.018200	    0.563112	    -20.6051	
    0.018225	    0.563080	    -20.6331	
    0.018250	    0.563048	    -20.6612	
    0.018275	    0.563016	    -20.6892	
    0.018300	    0.562984	    -20.7172	
    0.018325	    0.562952	    -20.7453	
    0.018350	    0.562920	    -20.7733	
    0.018375	    0.562888	    -20.8013	
    0.018400	    0.562856	    -20.8293	
    0.018425	    0.562824	    -20.8574	
    0.018450	    0.562792	    -20.8854	
    0.018475	    0.562759	    -20.9134	
    0.018500	    0.562727	    -20.9414	
    0.018525	    0.562695	    -20.9694	
    0.018550	    0.562662	    -20.9975	
    0.018575	    0.562630	    -21.0255	
    0.018600	    0.562597	    -21.0535	
    0.018625	    0.562565	    -21.0815	
    0.018650	    0.562532	    -21.1095	
    0.018675	    0.562500	    -21.1375	
    0.018700	    0.562467	    -21.1656	
    0.018725	    0.562434	    -21.1936	
    0.018750	    0.562402	    -21.2216	
    0.018775	    0.562369	    -21.2496	
    0.018800	    0.562336	    -21.2776	
    0.018825	    0.562303	    -21.3056	
    0.018850	    0.562270	    -21.3336	
    0.018875	    0.562237	    -21.3616	
    0.018900	    0.562204	    -21.3896	
    0.018925	    0.562171	    -21.4176	
    0.018950	    0.562138	    -21.4456	
    0.018975	    0.562105	    -21.4736	
    0.019000	    0.562072	    -21.5016	
    0.019025	    0.562038	    -21.5296	
    0.019050	    0.562005	    -21.5576	
    0.019075	    0.561972	    -21.5856	
    0.019100	    0.561938	    -21.6136	
    0.019125	    0.561905	    -21.6416	
    0.019150	    0.561872	    -21.6696	
    0.019175	    0.561838	    -21.6976	
    0.019200	    0.561804	    -21.7256	
    0.019225	    0.561771	    -21.7535	
    0.019250	    0.561737	    -21.7815	
    0.019275	    0.561704	    -21.8095	
    0.019300	    0.561670	    -21.8375	
    0.019325	    0.561636	    -21.8655	
    0.019350	    0.561602	    -21.8935	
    0.019375	    0.561568	    -21.9214	
    0.019400	    0.561534	    -21.9494	
    0.019425	    0.561501	    -21.9774	
    0.019450	    0.561467	    -22.0054	
    0.019475	    0.561433	    -22.0334	
    0.019500	    0.561398	    -22.0613	
    0.019525	    0.561364	    -22.0893	
    0.019550	    0.561330	    -22.1173	
    0.019575	    0.561296	    -22.1453	
    0.019600	    0.561262	    -22.1732	
    0.019625	    0.561227	    -22.2012	
    0.019650	    0.561193	    -22.2292	
    0.019675	    0.561159	    -22.2571	
    0.019700	    0.561124	    -22.2851	
    0.019725	    0.561090	    -22.3131	
    0.019750	    0.561055	    -22.3410	
    0.019775	    0.561021	    -22.3690	
    0.019800	    0.560986	    -22.3969	
    0.019825	    0.560951	    -22.4249	
    0.019850	    0.560917	    -22.4529	
    0.019875	    0.560882	    -22.4808	
    0.019900	    0.560847	    -22.5088	
    0.019925	    0.560812	    -22.5367	
    0.019950	    0.560777	    -22.5647	
    0.019975	    0.560743	    -22.5926	
    0.020000	    0.560708	    -22.6206	
    0.020025	    0.560673	    -22.6485	
    0.020050	    0.560638	    -22.6765	
    0.020075	    0.560602	    -22.7044	
    0.020100	    0.560567	    -22.7324	
    0.020125	    0.560532	    -22.7603	
    0.020150	    0.560497	    -22.7883	
    0.020175	    0.560462	    -22.8162	
    0.020200	    0.560426	    -22.8442	
    0.020225	    0.560391	    -22.8721	
    0.020250	    0.560355	    -22.9000	
    0.020275	    0.560320	    -22.9280	
    0.020300	    0.560285	    -22.9559	
    0.020325	    0.560249	    -22.9839	
    0.020350	    0.560213	    -23.0118	
    0.020375	    0.560178	    -23.0397	
    0.020400	    0.560142	    -23.0677	
    0.020425	    0.560106	    -23.0956	
    0.020450	    0.560071	    -23.1235	
    0.020475	    0.560035	    -23.1515	
    0.020500	    0.559999	    -23.1794	
    0.020525	    0.559963	    -23.2073	
    0.020550	    0.559927	    -23.2352	
    0.020575	    0.559891	    -23.2632	
    0.020600	    0.559855	    -23.2911	
    0.020625	    0.559819	    -23.3190	
    0.020650	    0.559783	    -23.3469	
    0.020675	    0.559747	    -23.3748	
    0.020700	    0.559711	    -23.4028	
    0.020725	    0.559674	    -23.4307	
    0.020750	    0.559638	    -23.4586	
    0.020775	    0.559602	    -23.4865	
    0.020800	    0.559565	    -23.5144	
    0.020825	    0.559529	    -23.5423	
    0.020850	    0.559492	    -23.5703	
    0.020875	    0.559456	    -23.5982	
    0.020900	    0.559419	    -23.6261	
    0.020925	    0.559383	    -23.6540	
    0.020950	    0.559346	    -23.6819	
    0.020975	    0.559309	    -23.7098	
    0.021000	    0.559273	    -23.7377	
    0.021025	    0.559236	    -23.7656	
    0.021050	    0.559199	    -23.7935	
    0.021075	    0.559162	    -23.8214	
    0.021100	    0.559125	    -23.8493	
    0.021125	    0.559088	    -23.8772	
    0.021150	    0.559051	    -23.9051	
    0.021175	    0.559014	    -23.9330	
    0.021200	    0.558977	    -23.9609	
    0.021225	    0.558940	    -23.9888	
    0.021250	    0.558903	    -24.0167	
    0.021275	    0.558866	    -24.0446	
    0.021300	    0.558828	    -24.0724	
    0.021325	    0.558791	    -24.1003	
    0.021350	    0.558754	    -24.1282	
    0.021375	    0.558716	    -24.1561	
    0.021400	    0.558679	    -24.1840	
    0.021425	    0.558641	    -24.2119	
    0.021450	    0.558604	    -24.2397	
    0.021475	    0.558566	    -24.2676	
    0.021500	    0.558529	    -24.2955	
    0.021525	    0.558491	    -24.3234	
    0.021550	    0.558453	    -24.3513	
    0.021575	    0.558416	    -24.3791	
    0.021600	    0.558378	    -24.4070	
    0.021625	    0.558340	    -24.4349	
    0.021650	    0.558302	    -24.4628	
    0.021675	    0.558264	    -24.4906	
    0.021700	    0.558226	    -24.5185	
    0.021725	    0.558188	    -24.5464	
    0.021750	    0.558150	    -24.5742	
    0.021775	    0.558112	    -24.6021	
    0.021800	    0.558074	    -24.6300	
    0.021825	    0.558036	    -24.6578	
    0.021850	    0.557997	    -24.6857	
    0.021875	    0.557959	    -24.7135	
    0.021900	    0.557921	    -24.7414	
    0.021925	    0.557882	    -24.7693	
    0.021950	    0.557844	    -24.7971	
    0.021975	    0.557805	    -24.8250	
    0.022000	    0.557767	    -24.8528	
    0.022025	    0.557728	    -24.8807	
    0.022050	    0.557690	    -24.9085	
    0.022075	    0.557651	    -24.9364	
    0.022100	    0.557612	    -24.9642	
    0.022125	    0.557574	    -24.9921	
    0.022150	    0.557535	    -25.0199	
    0.022175	    0.557496	    -25.0478	
    0.022200	    0.557457	    -25.0756	
    0.022225	    0.557418	    -25.1034	
    0.022250	    0.557379	    -25.1313	
    0.022275	    0.557340	    -25.1591	
    0.022300	    0.557301	    -25.1870	
    0.022325	    0.557262	    -25.2148	
    0.022350	    0.557223	    -25.2426	
    0.022375	    0.557184	    -25.2705	
    0.022400	    0.557145	    -25.2983	
    0.022425	    0.557105	    -25.3261	
    0.022450	    0.557066	    -25.3540	
    0.022475	    0.557027	    -25.3818	
    0.022500	    0.556987	    -25.4096	
    0.022525	    0.556948	    -25.4374	
    0.022550	    0.556909	    -25.4653	
    0.022575	    0.556869	    -25.4931	
    0.022600	    0.556829	    -25.5209	
    0.022625	    0.556790	    -25.5487	
    0.022650	    0.556750	    -25.5766	
    0.022675	    0.556710	    -25.6044	
    0.022700	    0.556671	    -25.6322	
    0.022725	    0.556631	    -25.6600	
    0.022750	    0.556591	    -25.6878	
    0.022775	    0.556551	    -25.7156	
    0.022800	    0.556511	    -25.7434	
    0.022825	    0.556471	    -25.7713	
    0.022850	    0.556431	    -25.7991	
    0.022875	    0.556391	    -25.8269	
    0.022900	    0.556351	    -25.8547	
    0.022925	    0.556311	    -25.8825	
    0.022950	    0.556271	    -25.9103	
    0.022975	    0.556230	    -25.9381	
    0.023000	    0.556190	    -25.9659	
    0.023025	    0.556150	    -25.9937	
    0.023050	    0.556109	    -26.0215	
    0.023075	    0.556069	    -26.0493	
    0.023100	    0.556029	    -26.0771	
    0.023125	    0.555988	    -26.1049	
    0.023150	    0.555947	    -26.1327	
    0.023175	    0.555907	    -26.1605	
    0.023200	    0.555866	    -26.1882	
    0.023225	    0.555826	    -26.2160	
    0.023250	    0.555785	    -26.2438	
    0.023275	    0.555744	    -26.2716	
    0.023300	    0.555703	    -26.2994	
    0.023325	    0.555662	    -26.3272	
    0.023350	    0.555621	    -26.3550	
    0.023375	    0.555580	    -26.3827	
    0.023400	    0.555539	    -26.4105	
    0.023425	    0.555498	    -26.4383	
    0.023450	    0.555457	    -26.4661	
    0.023475	    0.555416	    -26.4939	
    0.023500	    0.555375	    -26.5216	
    0.023525	    0.555334	    -26.5494	
    0.023550	    0.555293	    -26.5772	
    0.023575	    0.555251	    -26.6049	
    0.023600	    0.555210	    -26.6327	
    0.023625	    0.555168	    -26.6605	
    0.023650	    0.555127	    -26.6882	
    0.023675	    0.555086	    -26.7160	
    0.023700	    0.555044	    -26.7438	
    0.023725	    0.555002	    -26.7715	
    0.023750	    0.554961	    -26.7993	
    0.023775	    0.554919	    -26.8271	
    0.023800	    0.554877	    -26.8548	
    0.023825	    0.554836	    -26.8826	
    0.023850	    0.554794	    -26.9103	
    0.023875	    0.554752	    -26.9381	
    0.023900	    0.554710	    -26.9658	
    0.023925	    0.554668	    -26.9936	
    0.023950	    0.554626	    -27.0213	
    0.023975	    0.554584	    -27.0491	
    0.024000	    0.554542	    -27.0768	
    0.024025	    0.554500	    -27.1046	
    0.024050	    0.554458	    -27.1323	
    0.024075	    0.554416	    -27.1601	
    0.024100	    0.554373	    -27.1878	
    0.024125	    0.554331	    -27.2155	
    0.024150	    0.554289	    -27.2433	
    0.024175	    0.554246	    -27.2710	
    0.024200	    0.554204	    -27.2988	
    0.024225	    0.554162	    -27.3265	
    0.024250	    0.554119	    -27.3542	
    0.024275	    0.554076	    -27.3820	
    0.024300	    0.554034	    -27.4097	
    0.024325	    0.553991	    -27.4374	
    0.024350	    0.553948	    -27.4651	
    0.024375	    0.553906	    -27.4929	
    0.024400	    0.553863	    -27.5206	
    0.024425	    0.553820	    -27.5483	
    0.024450	    0.553777	    -27.5760	
    0.024475	    0.553734	    -27.6038	
    0.024500	    0.553691	    -27.6315	
    0.024525	    0.553648	    -27.6592	
    0.024550	    0.553605	    -27.6869	
    0.024575	    0.553562	    -27.7146	
    0.024600	    0.553519	    -27.7423	
    0.024625	    0.553476	    -27.7701	
    0.024650	    0.553433	    -27.7978	
    0.024675	    0.553389	    -27.8255	
    0.024700	    0.553346	    -27.8532	
    0.024725	    0.553303	    -27.8809	
    0.024750	    0.553259	    -27.9086	
    0.024775	    0.553216	    -27.9363	
    0.024800	    0.553172	    -27.9640	
    0.024825	    0.553129	    -27.9917	
    0.024850	    0.553085	    -28.0194	
    0.024875	    0.553042	    -28.0471	
    0.024900	    0.552998	    -28.0748	
    0.024925	    0.552954	    -28.1025	
    0.024950	    0.552910	    -28.1302	
    0.024975	    0.552867	    -28.1579	
    0.025000	    0.552823	    -28.1856	
    0.025025	    0.552779	    -28.2133	
    0.025050	    0.552735	    -28.2410	
    0.025075	    0.552691	    -28.2686	
    0.025100	    0.552647	    -28.2963	
    0.025125	    0.552603	    -28.3240	
    0.025150	    0.552559	    -28.3517	
    0.025175	    0.552515	    -28.3794	
    0.025200	    0.552470	    -28.4070	
    0.025225	    0.552426	    -28.4347	
    0.025250	    0.552382	    -28.4624	
    0.025275	    0.552337	    -28.4901	
    0.025300	    0.552293	    -28.5178	
    0.025325	    0.552249	    -28.5454	
    0.025350	    0.552204	    -28.5731	
    0.025375	    0.552160	    -28.6008	
    0.025400	    0.552115	    -28.6284	
    0.025425	    0.552070	    -28.6561	
    0.025450	    0.552026	    -28.6838	
    0.025475	    0.551981	    -28.7114	
    0.025500	    0.551936	    -28.7391	
    0.025525	    0.551892	    -28.7668	
    0.025550	    0.551847	    -28.7944	
    0.025575	    0.551802	    -28.8221	
    0.025600	    0.551757	    -28.8497	
    0.025625	    0.551712	    -28.8774	
    0.025650	    0.551667	    -28.9050	
    0.025675	    0.551622	    -28.9327	
    0.025700	    0.551577	    -28.9603	
    0.025725	    0.551532	    -28.9880	
    0.025750	    0.551486	    -29.0156	
    0.025775	    0.551441	    -29.0433	
    0.025800	    0.551396	    -29.0709	
    0.025825	    0.551351	    -29.0986	
    0.025850	    0.551305	    -29.1262	
    0.025875	    0.551260	    -29.1539	
    0.025900	    0.551214	    -29.1815	
    0.025925	    0.551169	    -29.2091	
    0.025950	    0.551123	    -29.2368	
    0.025975	    0.551078	    -29.2644	
    0.026000	    0.551032	    -29.2920	
    0.026025	    0.550986	    -29.3197	
    0.026050	    0.550941	    -29.3473	
    0.026075	    0.550895	    -29.3749	
    0.026100	    0.550849	    -29.4026	
    0.026125	    0.550803	    -29.4302	
    0.026150	    0.550757	    -29.4578	
    0.026175	    0.550711	    -29.4854	
    0.026200	    0.550665	    -29.5131	
    0.026225	    0.550619	    -29.5407	
    0.026250	    0.550573	    -29.5683	
    0.026275	    0.550527	    -29.5959	
    0.026300	    0.550481	    -29.6235	
    0.026325	    0.550435	    -29.6511	
    0.026350	    0.550388	    -29.6787	
    0.026375	    0.550342	    -29.7064	
    0.026400	    0.550296	    -29.7340	
    0.026425	    0.550249	    -29.7616	
    0.026450	    0.550203	    -29.7892	
    0.026475	    0.550156	    -29.8168	
    0.026500	    0.550110	    -29.8444	
    0.026525	    0.550063	    -29.8720	
    0.026550	    0.550017	    -29.8996	
    0.026575	    0.549970	    -29.9272	
    0.026600	    0.549923	    -29.9548	
    0.026625	    0.549876	    -29.9824	
    0.026650	    0.549830	    -30.0100	
    0.026675	    0.549783	    -30.0376	
    0.026700	    0.549736	    -30.0652	
    0.026725	    0.549689	    -30.0928	
    0.026750	    0.549642	    -30.1204	
    0.026775	    0.549595	    -30.1479	
    0.026800	    0.549548	    -30.1755	
    0.026825	    0.549501	    -30.2031	
    0.026850	    0.549454	    -30.2307	
    0.026875	    0.549406	    -30.2583	
    0.026900	    0.549359	    -30.2859	
    0.026925	    0.549312	    -30.3134	
    0.026950	    0.549264	    -30.3410	
    0.026975	    0.549217	    -30.3686	
    0.027000	    0.549170	    -30.3962	
    0.027025	    0.549122	    -30.4237	
    0.027050	    0.549075	    -30.4513	
    0.027075	    0.549027	    -30.4789	
    0.027100	    0.548979	    -30.5064	
    0.027125	    0.548932	    -30.5340	
    0.027150	    0.548884	    -30.5616	
    0.027175	    0.548836	    -30.5891	
    0.027200	    0.548788	    -30.6167	
    0.027225	    0.548741	    -30.6443	
    0.027250	    0.548693	    -30.6718	
    0.027275	    0.548645	    -30.6994	
    0.027300	    0.548597	    -30.7269	
    0.027325	    0.548549	    -30.7545	
    0.027350	    0.548501	    -30.7820	
    0.027375	    0.548453	    -30.8096	
    0.027400	    0.548405	    -30.8371	
